asset1,asset2,asset3,asset4,asset5,asset6,asset7,asset8,asset9,asset10,asset11,asset12,asset13,asset14,asset15,asset16,asset17,asset18,asset19,asset20,asset21,asset22,asset23,asset24,asset25,asset26,asset27,asset28,asset29,asset30,asset31,asset32,asset33,asset34,asset35,asset36,asset37,asset38,asset39,asset40,asset41,asset42,asset43,asset44,asset45,asset46,asset47,asset48,asset49,asset50
0.014482000911952841,0.0018039365175326338,-0.0040486105978234654,0.011592488180893312,0.006421616205552816,0.0057130819404234146,-0.0017716643968945789,0.004928100947999781,0.012250080078192394,0.001355131130016396,-0.016913705901868692,0.006019122857700676,0.012667453403717222,0.00821137459999255,0.003285632036464925,0.007362550839635773,0.010770282827996525,0.00535783721001426,0.00420020097563345,-0.002495750094603011,0.02321283012862363,0.00391241268598419,0.005048827622488261,0.029125763293721185,-0.011200521615467807,0.005178663186741872,0.013255285909394399,0.008550997247858572,0.008000072987818019,0.0,0.002002640982024406,0.0032540424559921455,0.008871028260165392,0.0045939881909431435,0.004643401045822948,0.005541894131005254,0.005819568658344654,0.007140800548319337,0.006145197932599711,0.0078002809209336554,0.013829633698246191,0.00815870692954146,0.005384083332962142,0.007865222128166316,-0.007927939772787163,0.011082417043009496,0.005190394893079375,-0.006185681886317962,-0.015543711070434174,-0.01040596442534314
0.0017152246768112889,-0.00206153253410557,-0.009169721909790152,-0.006120445513940975,0.007793016626936655,-0.0040294695148315185,0.008242387955088581,-0.007896282773191654,-0.003557659579609407,0.0027045392435680604,0.006376200768516416,-0.006881679104500993,0.009742455452230514,-0.00327654124334531,0.0043645375165719535,-0.0037898578554775852,-0.004832551817504083,-0.003747344589648094,-0.018929469014282496,-0.004028123114955484,0.007442782371060108,-0.0019541845415802506,-0.009841071255236589,0.024743465494866612,0.006346143150669725,-0.005057977566064409,-0.00881734131152534,-0.004127270220118717,-0.0069055280542973385,-0.0029938328622725052,-0.007585958599575449,-0.007173284809831149,0.000802253165138378,0.0021546623846635526,0.002239074585601575,-0.004971644876746506,-0.010555474546315224,-0.024377624724013724,-0.006145197932599711,0.0019411656334438199,-0.0016365985329254151,-0.010345732250800932,-0.0006321313057848776,0.007015244632533335,0.006850485744528623,0.0,0.001392919110960289,-0.009350862447680797,0.0035009421587259837,-0.005769687480830399
-0.016414904146756726,-0.0015489146274303423,-0.013395211630330639,-0.0041010903769516105,0.0035225887299423775,-0.0010100738753249239,-0.0020542168552211137,-0.002127419932175023,-0.003467708230883826,-0.007455136239632676,0.005914651344796962,-0.0032423292143493043,-0.009742455452230514,-0.011885106024047687,-0.0060060834263908625,-0.0006901372622127866,0.0008966585234322366,-0.002013103418552653,0.0038147262711927254,0.006957299554884777,0.0026451752676051044,-0.004312913567295684,-0.0031131999963815993,0.02115955143127346,-0.000973695046531553,-0.0003621005658827059,0.0022117137161119516,-0.004420791335667307,0.003276771088835506,0.010439856254036428,-0.008998936384059242,-0.003605824466263119,-0.01535983878406233,-0.0024240178070944474,-0.0019404645542642207,-0.014054837907341522,0.0005583169639824526,0.01281694060942229,0.004258608450184553,-0.006321092323047228,0.0013093962972163808,-0.008244210073784508,-0.0057049890549940585,0.004724706057793071,-0.006850485744528623,-0.0003673464772977475,-0.017653525682421733,-0.006983250233034255,0.00650263781024174,0.0015769488925831965
0.0036954012814560677,0.00258049720660658,0.013395211630330639,-0.004806225101853023,0.002809083057892181,0.0036981355474274835,0.01356805854503973,0.00014183046823035284,0.009862035686887705,0.004073298820834292,0.00042115094031780487,0.0034578813261081365,0.01939099741849759,-0.002993653153239073,-0.0005478077849772056,0.004823995597726061,-0.012444668758248234,-0.0009411716207265997,-0.00651610834294214,0.001299153024229227,-0.007423502981524166,0.004312913567295684,-0.001985935876306133,-0.004997446149300977,-0.004882822128552178,0.005900044702379148,0.016070467741543748,0.0044179929652514716,0.008686707524244497,0.016188723762418977,0.004284215412850845,-0.0075818731719197174,0.002847320790757557,0.0033652954111937916,0.002834787835941821,0.009629812033184582,0.001394390651451971,0.05336749863949475,0.00893048322861878,0.0004877299068066776,0.019757710725288202,0.0016542883412875575,0.004756386217457997,0.011492222940486574,0.001084696052694678,0.008781390307102566,0.0020220503372372356,0.005242099283071067,0.008298816680482712,-0.0036834636576763558
-0.0006511088156515576,0.0064214097930821445,0.008155033654189126,0.005490821348879571,0.003499991106097333,0.005688720066419517,0.003038265103010307,0.004778411889508671,0.005650107839959784,0.010111244122763985,-0.00675963059273732,0.0030156734167521293,0.028399495723854917,0.013564895983722902,0.014146136202937587,0.0022889379662789366,0.015308772901557965,0.009769320091129075,0.023394062513624192,0.013539881443057844,0.005837165192737803,0.013214294902722301,0.004251456269144693,0.04410341041157606,-0.004906781115798786,-0.0027649418291844086,0.029277213102655075,0.0038552483391791625,-0.0007212385941648414,0.020231844176995306,0.008737903888497378,-0.015338918519538058,0.008896139136708392,0.0001343151215795757,0.0010418117679513728,0.0015724653060540383,0.008879072384829989,-0.002101881774067671,0.005599891856681083,0.02217972439076643,0.023142660476523247,0.003300389239980994,-0.006028920523581505,0.00674448118739468,0.0010837610756295746,0.01338908987236831,0.007244947115646383,0.018988860357161297,0.003895025365691307,0.015171773220098661
-0.016638311456359745,0.000896021484734888,0.003040858693291959,-0.00997427634029302,0.003488085136431618,0.00033308860191949563,0.002020497431727719,0.0010219880049615604,-0.00020189061085096327,-0.003359117923521726,-0.004673924423915121,0.0021488841135588466,0.013245335660316382,0.006877534528598961,0.0016193926588350394,-0.0014872135785539697,0.0030335587967007527,0.0022616521349188012,-0.00022006532554241787,-0.00825259782494392,0.017309714351049443,0.0026989381359374676,0.0011302177780758704,-0.052151661455758,0.012707848745229455,-0.0043437109139006225,0.00631369066153864,0.0002748202513553899,0.0014415782688299572,-0.017316152894383485,-0.008062388212227933,-0.00640494115084822,-0.003225916095356496,-0.0008064040964317343,-0.0005953786788923665,-0.005584979632437648,-0.002766024797526523,-0.002633780722121948,0.002787616438550966,0.004282809811726462,0.009357494770525054,-0.0010991489092915252,-0.007026377236253101,-0.006633907360785063,0.0025237913768569875,0.004304192494335446,-0.016375664974078497,-0.00171116507319935,0.005928018559397952,-0.01096329265236351
-0.008201098258705741,-0.002689909107403743,0.006054482040197318,0.003450328927982138,-0.00454026693265952,0.0006669834732671021,0.012750050394264356,0.0059894784092313635,0.0051190532964340285,0.0,0.024401712885626203,0.004710877482288378,-0.007926046258958763,0.006181836459624446,-0.0010792776055033038,0.000572267004424809,-0.0016050458635916698,0.0006635999174160467,-0.003751874878495265,0.010171987411826677,-0.018368551829868185,-0.0003853304223988552,-0.0019792798393272193,0.0010092656626570218,0.012068696201072093,0.0038620872151566843,-0.00772219660590201,0.0005492283405774678,-0.003969104220508779,0.031521019885699,0.004263292631777382,0.015769546593196626,-0.007703211235479124,0.002283487888924629,0.0028248494804303803,-0.002300674374155598,-0.002496405975918492,-0.018095201836716868,-0.0009283108244533267,-0.006191869834707653,0.0003102696809991201,-0.001650571395526157,0.0016012288124729324,0.0006658061328850273,0.003594584785315824,-0.004663614926155191,-0.002244462553003146,0.0037611713607357267,0.01779921039432919,-0.012147026637165048
0.009304203119793186,-0.0021823104099945034,-0.0030222925140512835,0.005496833233056719,3.3288822143262564e-06,0.0013327963147693467,0.004686571565388764,0.00229627692141543,0.006884139150863167,-0.004045983472898751,-0.0033305578396505275,-0.0021384629779293007,0.0,-0.008796196433516368,-0.01031216864628437,0.004339178433228952,0.00870731555925719,0.0034467809454916676,0.007928166493244238,0.008063645887385285,-0.020873059943547823,-0.0019277058267905822,0.0028269117730133075,0.004530805805157634,0.02089349121674733,0.008754464717362076,0.004921065482977216,0.0045882530605920735,0.007563493051168546,0.012614207244026954,-0.004263292631777382,0.009937146803490116,-0.010227079402667982,0.004551713407692226,0.0047403247673809545,0.008457017925047605,0.0019422660047472284,0.0005369841070095305,-0.0009292679736554454,-0.0019128925949956077,-0.003108142175070494,0.0,-0.00064016647732279,0.007949553817907962,-0.00035889351770990174,-0.0007195040190786095,0.006312882335830938,-0.013399885783647036,0.009335519806775494,-0.0031932222783548347
-0.009526829239456358,0.0017980302887870003,-0.012183080186458639,0.0044436083091792256,0.001048852914013576,-0.0019997797880364487,0.018807534297228923,0.0018168488468304211,0.00039699574347151767,-0.004062116830702678,0.015722337387205076,-0.004506025258716573,-0.005319289401357619,-0.004591616692627198,-0.003826274825007747,-0.0029666586789698357,0.0007070551726613417,0.0015865814650468657,-0.008370193159787043,0.0033758836219028865,0.0,-0.004254315206684733,-0.004810366158251256,0.022349959122286656,0.009820003438353986,0.0,-0.014124675365551287,6.555349361514473e-05,-0.00828677472528172,0.006939626491384132,-0.0009002541322513657,0.008859803513598052,-0.003295329340332387,-0.0009359739349945606,-0.001183023571906805,-0.009897552873324944,-0.004166300747165064,-0.01677981976528109,-0.0018613201107084976,-0.0014371955033318784,-0.010012833571731328,-0.004415017532473087,-0.00128173801549325,-0.007174161123398637,0.0010762943704407668,0.00035986193230508334,-0.014312294730920438,0.0031080394499722885,0.0004423901272083697,-0.0016004430478409049
0.006877553676238435,0.005884444700087865,0.004077315178308449,0.012877100803612151,0.0006983896474945794,0.004659082853697427,0.018733241819499202,0.00530462631516615,0.006143209920709047,0.0047378115231575535,-0.009486623039907549,0.012608484105046003,-0.0026702506873843568,0.006879591651641093,0.018448971720632645,0.009213510226915744,0.008100430036380502,0.007371261414572228,-0.004655844971234835,0.004833028029009867,0.011293553912284704,0.006952320099768539,0.0039627342245651676,0.0034324521879898207,-0.007942097269181936,0.006308417320654236,0.018323485129656536,0.007890031000840292,0.018283483119442057,0.03666388461976178,0.005610886995275344,-0.002616990064375546,0.0024724066682892953,0.0026704356647746508,0.003102197332075285,0.011893571763155197,0.005827721837997402,0.00761305332096418,0.016170737449658912,0.012860105352337392,0.014051666084800019,0.0049659183288079944,0.00032067568034310767,0.0017708951800319284,-0.0021537483986993067,0.013576548538095867,0.008203502093738546,0.014718806424644626,-0.010001211366924778,0.0021333553654532267
